date_int,date,temp,weather,rain,rain_total,hotel
20180601,2018-06-01,21,1,2.5,2,TAU
20180602,2018-06-02,21,1,0.0,0,TAU
20180603,2018-06-03,20,1,2.8,2,TAU
20180604,2018-06-04,21,1,0.8,1,TAU
20180605,2018-06-05,22,1,1.3,2,TAU
20180606,2018-06-06,20,3,5.2,2,TAU
20180607,2018-06-07,20,1,4.5,2,TAU
20180608,2018-06-08,22,1,0.0,0,TAU
20180609,2018-06-09,23,1,0.0,0,TAU
20180610,2018-06-10,24,3,2.5,2,TAU
20180611,2018-06-11,23,1,1.7,2,TAU
20180612,2018-06-12,24,1,1.3,2,TAU
20180613,2018-06-13,23,1,0.4,1,TAU
20180614,2018-06-14,22,1,0.0,0,TAU
20180615,2018-06-15,22,1,0.0,0,TAU
20180616,2018-06-16,23,1,0.0,0,TAU
20180617,2018-06-17,22,1,0.0,0,TAU
20180618,2018-06-18,23,1,0.0,0,TAU
20180619,2018-06-19,24,1,0.0,0,TAU
20180620,2018-06-20,25,1,0.0,0,TAU
20180621,2018-06-21,26,1,0.0,0,TAU
20180622,2018-06-22,26,1,0.0,0,TAU
20180623,2018-06-23,24,1,0.1,1,TAU
20180624,2018-06-24,24,1,0.0,0,TAU
20180625,2018-06-25,24,1,0.0,0,TAU
20180626,2018-06-26,25,1,0.0,0,TAU
20180627,2018-06-27,26,1,0.0,0,TAU
20180628,2018-06-28,25,1,1.6,2,TAU
20180629,2018-06-29,25,1,0.1,1,TAU
20180630,2018-06-30,25,1,0.1,1,TAU
