date_int,date,temp,weather,rain,rain_total,hotel
20180201,2018-02-01,10,3,2.4,2,TOS
20180202,2018-02-02,10,3,0.0,0,TOS
20180203,2018-02-03,11,1,0.0,0,TOS
20180204,2018-02-04,9,3,4.1,2,TOS
20180205,2018-02-05,10,3,4.1,2,TOS
20180206,2018-02-06,10,2,0.8,1,TOS
20180207,2018-02-07,9,1,0.1,1,TOS
20180208,2018-02-08,7,1,0.0,0,TOS
20180209,2018-02-09,8,1,0.0,0,TOS
20180210,2018-02-10,10,1,0.0,0,TOS
20180211,2018-02-11,13,1,0.8,1,TOS
20180212,2018-02-12,9,2,2.0,2,TOS
20180213,2018-02-13,10,1,0.0,0,TOS
20180214,2018-02-14,11,1,0.0,0,TOS
20180215,2018-02-15,15,1,0.0,0,TOS
20180216,2018-02-16,14,3,0.4,1,TOS
20180217,2018-02-17,12,1,3.4,2,TOS
20180218,2018-02-18,12,1,1.0,1,TOS
20180219,2018-02-19,11,1,0.0,0,TOS
20180220,2018-02-20,12,1,1.2,2,TOS
20180221,2018-02-21,10,1,0.0,0,TOS
20180222,2018-02-22,8,1,0.0,0,TOS
20180223,2018-02-23,9,1,0.0,0,TOS
20180224,2018-02-24,9,1,0.0,0,TOS
20180225,2018-02-25,12,1,0.1,1,TOS
20180226,2018-02-26,8,1,0.9,1,TOS
20180227,2018-02-27,4,1,0.0,0,TOS
20180228,2018-02-28,4,1,0.0,0,TOS
