date_int,date,temp,weather,rain,rain_total,hotel
20180401,2018-04-01,15,1,0.0,0,AVS
20180402,2018-04-02,15,1,0.3,1,AVS
20180403,2018-04-03,16,1,0.0,0,AVS
20180404,2018-04-04,18,1,0.5,1,AVS
20180405,2018-04-05,17,1,0.0,0,AVS
20180406,2018-04-06,16,1,1.1,2,AVS
20180407,2018-04-07,16,1,0.2,1,AVS
20180408,2018-04-08,15,1,5.4,2,AVS
20180409,2018-04-09,15,1,0.7,1,AVS
20180410,2018-04-10,13,1,2.3,2,AVS
20180411,2018-04-11,13,3,13.3,2,AVS
20180412,2018-04-12,15,1,0.0,0,AVS
20180413,2018-04-13,14,3,0.7,1,AVS
20180414,2018-04-14,14,1,2.1,2,AVS
20180415,2018-04-15,19,1,0.0,0,AVS
20180416,2018-04-16,15,1,1.4,2,AVS
20180417,2018-04-17,19,1,0.0,0,AVS
20180418,2018-04-18,20,1,0.0,0,AVS
20180419,2018-04-19,18,1,0.0,0,AVS
20180420,2018-04-20,19,1,0.0,0,AVS
20180421,2018-04-21,20,1,0.0,0,AVS
20180422,2018-04-22,20,1,0.0,0,AVS
20180423,2018-04-23,21,1,0.0,0,AVS
20180424,2018-04-24,21,1,0.0,0,AVS
20180425,2018-04-25,22,1,0.0,0,AVS
20180426,2018-04-26,20,1,0.0,0,AVS
20180427,2018-04-27,20,1,2.6,2,AVS
20180428,2018-04-28,17,2,0.2,1,AVS
20180429,2018-04-29,17,1,6.8,2,AVS
20180430,2018-04-30,17,1,6.8,2,AVS
