date_int,date,temp,weather,rain,rain_total,hotel
20180401,2018-04-01,13,1,0.0,0,TAU
20180402,2018-04-02,15,1,0.0,0,TAU
20180403,2018-04-03,16,1,0.0,0,TAU
20180404,2018-04-04,17,1,0.0,0,TAU
20180405,2018-04-05,15,1,0.0,0,TAU
20180406,2018-04-06,16,1,0.1,1,TAU
20180407,2018-04-07,15,3,0.4,1,TAU
20180408,2018-04-08,13,2,5.2,2,TAU
20180409,2018-04-09,15,1,0.6,1,TAU
20180410,2018-04-10,13,1,1.3,2,TAU
20180411,2018-04-11,13,3,18.8,2,TAU
20180412,2018-04-12,13,1,0.1,1,TAU
20180413,2018-04-13,13,1,4.3,2,TAU
20180414,2018-04-14,13,3,4.0,2,TAU
20180415,2018-04-15,18,1,0.0,0,TAU
20180416,2018-04-16,15,1,0.0,0,TAU
20180417,2018-04-17,18,1,0.0,0,TAU
20180418,2018-04-18,19,1,0.0,0,TAU
20180419,2018-04-19,18,1,0.0,0,TAU
20180420,2018-04-20,19,1,0.0,0,TAU
20180421,2018-04-21,19,1,0.0,0,TAU
20180422,2018-04-22,20,1,0.0,0,TAU
20180423,2018-04-23,20,1,0.0,0,TAU
20180424,2018-04-24,20,1,0.0,0,TAU
20180425,2018-04-25,20,1,0.0,0,TAU
20180426,2018-04-26,19,1,0.0,0,TAU
20180427,2018-04-27,19,1,0.1,1,TAU
20180428,2018-04-28,18,1,0.2,1,TAU
20180429,2018-04-29,17,1,2.4,2,TAU
20180430,2018-04-30,17,1,2.4,2,TAU
