date_int,date,temp,weather,rain,rain_total,hotel
20180601,2018-06-01,22,1,2.0,2,MME
20180602,2018-06-02,21,1,0.0,0,MME
20180603,2018-06-03,20,2,2.3,2,MME
20180604,2018-06-04,22,1,0.6,1,MME
20180605,2018-06-05,22,1,1.1,2,MME
20180606,2018-06-06,20,1,2.7,2,MME
20180607,2018-06-07,21,1,2.7,2,MME
20180608,2018-06-08,23,1,0.0,0,MME
20180609,2018-06-09,24,1,0.0,0,MME
20180610,2018-06-10,25,1,2.6,2,MME
20180611,2018-06-11,23,1,2.6,2,MME
20180612,2018-06-12,24,1,1.4,2,MME
20180613,2018-06-13,24,1,0.5,1,MME
20180614,2018-06-14,24,1,0.0,0,MME
20180615,2018-06-15,23,1,0.1,1,MME
20180616,2018-06-16,23,1,0.0,0,MME
20180617,2018-06-17,23,1,0.1,1,MME
20180618,2018-06-18,24,1,0.0,0,MME
20180619,2018-06-19,25,1,0.0,0,MME
20180620,2018-06-20,26,1,0.0,0,MME
20180621,2018-06-21,27,1,0.0,0,MME
20180622,2018-06-22,26,1,0.1,1,MME
20180623,2018-06-23,24,1,0.1,1,MME
20180624,2018-06-24,24,1,0.0,0,MME
20180625,2018-06-25,24,1,0.0,0,MME
20180626,2018-06-26,25,1,0.0,0,MME
20180627,2018-06-27,27,1,0.0,0,MME
20180628,2018-06-28,26,1,2.0,2,MME
20180629,2018-06-29,25,1,0.0,0,MME
20180630,2018-06-30,25,1,0.0,0,MME
