date_int,date,temp,weather,rain,rain_total,hotel
20180101,2018-01-01,14,1,3.4,2,TOS
20180102,2018-01-02,13,1,0.0,0,TOS
20180103,2018-01-03,18,1,0.0,0,TOS
20180104,2018-01-04,17,1,0.0,0,TOS
20180105,2018-01-05,16,1,0.0,0,TOS
20180106,2018-01-06,14,1,1.2,2,TOS
20180107,2018-01-07,13,3,4.1,2,TOS
20180108,2018-01-08,12,1,0.0,0,TOS
20180109,2018-01-09,13,1,0.0,0,TOS
20180110,2018-01-10,12,1,0.0,0,TOS
20180111,2018-01-11,11,1,0.3,1,TOS
20180112,2018-01-12,12,1,0.0,0,TOS
20180113,2018-01-13,12,1,0.4,1,TOS
20180114,2018-01-14,12,1,4.6,2,TOS
20180115,2018-01-15,12,1,0.0,0,TOS
20180116,2018-01-16,14,1,0.0,0,TOS
20180117,2018-01-17,14,1,0.0,0,TOS
20180118,2018-01-18,13,1,0.0,0,TOS
20180119,2018-01-19,13,1,0.1,1,TOS
20180120,2018-01-20,14,1,0.0,0,TOS
20180121,2018-01-21,17,1,0.0,0,TOS
20180122,2018-01-22,15,1,0.0,0,TOS
20180123,2018-01-23,15,1,0.0,0,TOS
20180124,2018-01-24,15,1,0.0,0,TOS
20180125,2018-01-25,14,1,0.1,1,TOS
20180126,2018-01-26,12,3,4.5,2,TOS
20180127,2018-01-27,11,1,1.4,2,TOS
20180128,2018-01-28,13,1,0.0,0,TOS
20180129,2018-01-29,13,1,0.0,0,TOS
20180130,2018-01-30,13,1,0.0,0,TOS
20180131,2018-01-31,13,1,0.0,0,TOS
