date_int,date,temp,weather,rain,rain_total,hotel
20180701,2018-07-01,25,1,0.0,0,TAU
20180702,2018-07-02,26,1,0.9,1,TAU
20180703,2018-07-03,27,1,0.0,0,TAU
20180704,2018-07-04,27,1,0.0,0,TAU
20180705,2018-07-05,25,1,0.8,1,TAU
20180706,2018-07-06,25,1,0.1,1,TAU
20180707,2018-07-07,26,1,0.9,1,TAU
20180708,2018-07-08,28,1,0.0,0,TAU
20180709,2018-07-09,28,1,0.1,1,TAU
20180710,2018-07-10,27,1,0.2,1,TAU
20180711,2018-07-11,26,1,0.2,1,TAU
20180712,2018-07-12,26,1,0.6,1,TAU
20180713,2018-07-13,27,1,0.0,0,TAU
20180714,2018-07-14,28,1,0.0,0,TAU
20180715,2018-07-15,27,1,0.0,0,TAU
20180716,2018-07-16,27,1,3.0,2,TAU
20180717,2018-07-17,27,1,0.1,1,TAU
20180718,2018-07-18,27,1,0.0,0,TAU
20180719,2018-07-19,27,1,0.0,0,TAU
20180720,2018-07-20,27,1,0.8,1,TAU
20180721,2018-07-21,25,1,4.1,2,TAU
20180722,2018-07-22,24,2,2.6,2,TAU
20180723,2018-07-23,27,1,0.0,0,TAU
20180724,2018-07-24,28,1,0.0,0,TAU
20180725,2018-07-25,29,1,0.8,1,TAU
20180726,2018-07-26,29,1,0.8,1,TAU
20180727,2018-07-27,29,1,0.0,0,TAU
20180728,2018-07-28,27,1,0.0,0,TAU
20180729,2018-07-29,28,1,0.2,1,TAU
20180730,2018-07-30,28,1,0.0,0,TAU
20180731,2018-07-31,28,1,0.0,0,TAU
