date_int,date,temp,weather,rain,rain_total,hotel
20180901,2018-09-01,26,1,4.1,2,SAL
20180902,2018-09-02,26,2,1.6,2,SAL
20180903,2018-09-03,26,1,0.5,1,SAL
20180904,2018-09-04,26,1,5.2,2,SAL
20180905,2018-09-05,26,1,5.8,2,SAL
20180906,2018-09-06,25,1,8.0,2,SAL
20180907,2018-09-07,26,1,0.4,1,SAL
20180908,2018-09-08,25,1,0.5,1,SAL
20180909,2018-09-09,25,1,2.6,2,SAL
20180910,2018-09-10,25,1,3.0,2,SAL
20180911,2018-09-11,26,1,0.5,1,SAL
20180912,2018-09-12,26,1,4.4,2,SAL
20180913,2018-09-13,26,1,0.3,1,SAL
20180914,2018-09-14,27,1,0.0,0,SAL
20180915,2018-09-15,24,1,3.7,2,SAL
20180916,2018-09-16,26,1,0.3,1,SAL
20180917,2018-09-17,25,1,0.0,0,SAL
20180918,2018-09-18,25,1,3.6,2,SAL
20180919,2018-09-19,25,1,0.3,1,SAL
20180920,2018-09-20,28,1,0.0,0,SAL
20180921,2018-09-21,28,1,0.0,0,SAL
20180922,2018-09-22,28,1,0.0,0,SAL
20180923,2018-09-23,28,1,0.0,0,SAL
20180924,2018-09-24,27,1,0.5,1,SAL
20180925,2018-09-25,23,1,0.0,0,SAL
20180926,2018-09-26,23,1,0.0,0,SAL
20180927,2018-09-27,23,1,0.0,0,SAL
20180928,2018-09-28,26,1,0.0,0,SAL
20180929,2018-09-29,26,1,0.0,0,SAL
20180930,2018-09-30,26,1,0.0,0,SAL
