date_int,date,temp,weather,rain,rain_total,hotel
20180201,2018-02-01,11,3,3.0,2,PAV
20180202,2018-02-02,11,3,1.2,2,PAV
20180203,2018-02-03,12,1,0.0,0,PAV
20180204,2018-02-04,10,3,8.9,2,PAV
20180205,2018-02-05,10,3,17.5,2,PAV
20180206,2018-02-06,9,3,3.6,2,PAV
20180207,2018-02-07,9,1,0.0,0,PAV
20180208,2018-02-08,8,1,0.6,1,PAV
20180209,2018-02-09,9,1,0.0,0,PAV
20180210,2018-02-10,10,1,0.0,0,PAV
20180211,2018-02-11,15,1,0.0,0,PAV
20180212,2018-02-12,12,1,1.5,2,PAV
20180213,2018-02-13,10,1,0.0,0,PAV
20180214,2018-02-14,12,1,0.1,1,PAV
20180215,2018-02-15,16,1,0.0,0,PAV
20180216,2018-02-16,16,2,0.1,1,PAV
20180217,2018-02-17,16,1,0.3,1,PAV
20180218,2018-02-18,13,1,0.1,1,PAV
20180219,2018-02-19,13,1,0.1,1,PAV
20180220,2018-02-20,17,1,0.0,0,PAV
20180221,2018-02-21,11,1,1.4,2,PAV
20180222,2018-02-22,9,1,0.0,0,PAV
20180223,2018-02-23,10,1,0.5,1,PAV
20180224,2018-02-24,11,1,0.0,0,PAV
20180225,2018-02-25,14,1,0.0,0,PAV
20180226,2018-02-26,10,3,0.6,1,PAV
20180227,2018-02-27,5,3,0.5,1,PAV
20180228,2018-02-28,5,3,0.5,1,PAV
