idhotel,fechaocupacion,idcliente,idtipohab,idregimen,idsegmento,id_canal,idpais_cliente,NHab,S1H,S2H,S3H,S4H,S5H,S6H,S7H,S8H,S9H,S10H,S11H,S12H,S13H,S14H,S15H,S16H,S17H,S18H,S19H,S20H,S21H,S22H,S23H,S24H,S25H,S26H,S27H,S28H,S29H,S30H,S31H,S32H,S33H,S34H,S35H,S36H,S37H,S38H,S39H,S40H,S41H,S42H,S43H,S44H,S45H,S46H,S47H,S48H,S49H,S50H,S51H,S52H,PreuHab,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,diaAño
MAR_MENUDA,2018-07-23,Huespedes,DBL,MP,DESCONOCIDO,DESCONOCIDO,ES,19,19,15,15,9,9,9,9,9,8,13,13,13,13,13,10,8,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,341.110055,341.110055,330.672736,312.449706,346.669712,346.669712,304.554561,304.554561,304.554561,249.273881,188.359075,188.359075,188.359075,188.359075,188.359075,185.299525,151.84486,113.538602,113.538602,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,96.727272,96.727272,96.727272,96.727272,96.727272,96.727272,96.727272,96.727272,96.727272,96.727272,96.727272,96.727272,96.727272,96.727272,96.727272,204
DONAIRE_BEACH,2018-07-23,Huespedes,FAM,AD,DESCONOCIDO,DESCONOCIDO,ES,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,180.114638,204
DONAIRE_BEACH,2018-07-23,Huespedes,FAM,TI,DESCONOCIDO,DESCONOCIDO,ES,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,204
DONAIRE_BEACH,2018-07-23,Otros,FAM,TI,DESCONOCIDO,DESCONOCIDO,ES,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,204
BAHIA_TOSSA,2018-07-23,Huespedes,PREM,PC,DESCONOCIDO,DESCONOCIDO,ES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,204
BAHIA_TOSSA,2018-07-23,Huespedes,PREM,TI,DESCONOCIDO,DESCONOCIDO,ES,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.881818,310.881818,310.881818,310.881818,310.881818,310.881818,310.881818,335.995455,335.995455,335.995455,335.995455,335.995455,335.995455,335.995455,335.995455,335.995455,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,204
BAHIA_TOSSA,2018-07-23,Huespedes,SUI,MP,DESCONOCIDO,DESCONOCIDO,ES,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.304545,348.304545,348.304545,348.304545,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,204
BAHIA_TOSSA,2018-07-23,Huespedes,SUI,PC,DESCONOCIDO,DESCONOCIDO,ES,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,204
BAHIA_TOSSA,2018-07-23,Otros,FAM,TI,DESCONOCIDO,DESCONOCIDO,CE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,469.209093,204
BAHIA_TOSSA,2018-07-23,Otros,DBL,TI,DESCONOCIDO,DESCONOCIDO,EAU,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.938911,315.938911,315.938911,265.924001,265.924001,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,204
BAHIA_TOSSA,2018-07-23,TUI_UK_LTD,FAM,TI,DESCONOCIDO,DESCONOCIDO,GB,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,204
TAURUS_AQUAPARK,2018-07-23,Huespedes,FAM,MP,DESCONOCIDO,DESCONOCIDO,ES,4,4,4,5,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.436363,278.436363,278.436363,279.185454,277.85454500000003,277.85454500000003,279.6,279.6,279.6,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,278.018182,204
TAURUS_AQUAPARK,2018-07-23,Huespedes,FAM,TI,DESCONOCIDO,DESCONOCIDO,ES,6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,7,7,6,6,6,6,5,5,5,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,370.969697,370.969697,370.969697,370.969697,370.969697,370.969697,370.969697,370.969697,368.077922,368.077922,368.077922,370.969697,370.969697,370.969697,370.969697,370.969697,370.969697,370.969697,368.077922,368.077922,365.193939,365.193939,365.193939,365.193939,372.483636,372.483636,372.483636,382.933332,382.933332,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,399.036363,204
TAURUS_AQUAPARK,2018-07-23,Huespedes,FAM,PC,DESCONOCIDO,DESCONOCIDO,ES,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,353.16,342.054545,342.054545,342.054545,322.939394,322.939394,322.939394,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,315.272728,204
TAURUS_AQUAPARK,2018-07-23,Otros,FAM,TI,DESCONOCIDO,DESCONOCIDO,ES,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.581818,304.581818,304.581818,304.581818,304.581818,304.581818,304.581818,305.727272,305.727272,305.727272,305.727272,305.727272,305.727272,305.727272,305.727272,315.454545,315.454545,315.454545,315.454545,315.454545,315.454545,315.454545,323.181818,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,296.363636,204
TAURUS_AQUAPARK,2018-07-23,Otros,FAM,PC,DESCONOCIDO,DESCONOCIDO,CE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,287.826363,204
TAURUS_AQUAPARK,2018-07-23,Otros,FAM,TI,DESCONOCIDO,DESCONOCIDO,CE,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,11,6,6,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.722954,324.722954,324.722954,324.722954,314.48101,314.48101,314.48101,314.48101,314.48101,314.48101,314.48101,314.48101,314.48101,314.48101,314.48101,314.48101,309.875454,308.778182,308.778182,307.182148,324.409697,324.409697,323.982545,323.982545,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,204
TAURUS_AQUAPARK,2018-07-23,Otros,FAM,TI,DESCONOCIDO,DESCONOCIDO,EAU,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,338.272727,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,376.545455,204
PORT_SALOU,2018-07-23,Huespedes,FAM,MP,DESCONOCIDO,DESCONOCIDO,ES,5,5,4,3,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.992726,287.992726,290.536363,299.745454,296.3999990000001,285.381817,285.381817,296.3999990000001,296.3999990000001,296.3999990000001,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,207.818182,204
PORT_SALOU,2018-07-23,Huespedes,FAM,TI,DESCONOCIDO,DESCONOCIDO,ES,2,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.186365,334.186365,368.672729,368.672729,268.189664,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,368.672729,204
PORT_SALOU,2018-07-23,Huespedes,FAM,PC,DESCONOCIDO,DESCONOCIDO,ES,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.066666,272.066666,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,290.454546,204
PORT_SALOU,2018-07-23,OL_MEDITERRANEO,FAM,TI,VACAC,DESCONOCIDO,ES,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397.447639,397.447639,397.447639,397.447639,397.447639,397.447639,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,232.545455,204
PORT_SALOU,2018-07-23,Otros,FAM,TI,DESCONOCIDO,DESCONOCIDO,ES,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,279.272728,204
MAR_MENUDA,2018-07-24,Huespedes,DBL,MP,DESCONOCIDO,DESCONOCIDO,ES,22,22,18,17,11,11,12,11,11,8,13,13,13,13,13,10,8,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,309.844837,309.844837,288.113387,274.361233,290.313642,290.313642,275.711748,291.983064,291.983064,231.997727,182.708725,182.708725,182.708725,182.708725,182.708725,177.95407,142.663042,101.296178,101.296178,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,120.922796,139.286434,139.286434,139.286434,139.286434,139.286434,115.09091,115.09091,115.09091,115.09091,115.09091,115.09091,115.09091,115.09091,115.09091,115.09091,205
MAR_MENUDA,2018-07-24,OL_MEDITERRANEO,DBL,MP,DESCONOCIDO,DESCONOCIDO,ES,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.561818,370.561818,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,232.718181,205
MAR_MENUDA,2018-07-24,Huespedes,FAM,AD,DESCONOCIDO,DESCONOCIDO,ES,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,542.636363,205
DONAIRE_BEACH,2018-07-24,Huespedes,FAM,TI,DESCONOCIDO,DESCONOCIDO,ES,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,272.449378,205
DONAIRE_BEACH,2018-07-24,Otros,FAM,TI,DESCONOCIDO,DESCONOCIDO,ES,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.4,302.4,302.4,302.4,302.4,302.4,302.4,302.4,302.4,302.4,302.4,302.4,302.4,302.4,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,298.036364,205
BAHIA_TOSSA,2018-07-24,Huespedes,SUI,MP,DESCONOCIDO,DESCONOCIDO,ES,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.60606,357.60606,357.60606,357.60606,363.236362,363.236362,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,205
BAHIA_TOSSA,2018-07-24,Huespedes,SUI,PC,DESCONOCIDO,DESCONOCIDO,ES,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,467.854544,205
BAHIA_TOSSA,2018-07-24,Huespedes,PREM,PC,DESCONOCIDO,DESCONOCIDO,ES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,441.890908,205
BAHIA_TOSSA,2018-07-24,Huespedes,PREM,TI,DESCONOCIDO,DESCONOCIDO,ES,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.296969,417.296969,408.809092,408.809092,408.809092,408.809092,408.809092,408.809092,408.809092,408.809092,408.809092,408.809092,408.809092,408.809092,408.809092,408.809092,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,282.181818,205
