idhotel,fechaocupacion,idcliente,idtipohab,idregimen,idsegmento,id_canal,idpais_cliente,NHab,S1H,S2H,S3H,S4H,S5H,S6H,S7H,S8H,S9H,S10H,S11H,S12H,S13H,S14H,S15H,S16H,S17H,S18H,S19H,S20H,S21H,S22H,S23H,S24H,S25H,S26H,S27H,S28H,S29H,S30H,S31H,S32H,S33H,S34H,S35H,S36H,S37H,S38H,S39H,S40H,S41H,S42H,S43H,S44H,S45H,S46H,S47H,S48H,S49H,S50H,S51H,S52H,PreuHab,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,diaAño
PORT_SALOU,2018-08-12,Huespedes,FAM,AD,DESCONOCIDO,DESCONOCIDO,ES,5,5,5,5,7,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.0738350000001,291.0738350000001,259.962218,259.962218,255.630155,251.044272,214.234001,214.234001,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,224
PORT_SALOU,2018-08-12,Huespedes,FAM,MP,DESCONOCIDO,DESCONOCIDO,ES,17,17,15,17,18,14,10,8,6,5,5,4,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.620777,299.620777,298.609002,292.0282640000001,285.318613,291.034321,302.2099990000001,286.112499,275.637878,271.372726,271.372726,272.861363,272.861363,272.861363,251.83939300000003,251.83939300000003,256.504544,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,281.181818,224
PORT_SALOU,2018-08-12,Huespedes,FAM,PC,DESCONOCIDO,DESCONOCIDO,ES,5,6,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.46853,333.269229,369.46853,391.774823,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,375.927272,224
PORT_SALOU,2018-08-12,Huespedes,FAM,TI,DESCONOCIDO,DESCONOCIDO,ES,5,5,4,4,4,4,4,4,4,4,4,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.834545,331.834545,322.4840910000001,322.4840910000001,322.4840910000001,322.4840910000001,322.4840910000001,322.4840910000001,322.4840910000001,322.4840910000001,322.4840910000001,322.4840910000001,322.4840910000001,322.25909,322.25909,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,305.463635,224
PORT_SALOU,2018-08-12,Huespedes,PREM,MP,DESCONOCIDO,DESCONOCIDO,ES,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,365.672728,224
PORT_SALOU,2018-08-12,OL_MEDITERRANEO,FAM,TI,VACAC,DESCONOCIDO,ES,2,2,2,2,2,2,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.652002,418.652002,418.652002,418.652002,418.652002,418.652002,418.652002,414.707335,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,430.486004,224
PORT_SALOU,2018-08-12,OL_MEDITERRANEO,FAM,MP,VACAC,DESCONOCIDO,ES,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,288.1958180000001,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,121.818182,224
PORT_SALOU,2018-08-12,Otros,FAM,PC,DESCONOCIDO,DESCONOCIDO,EAU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,360.290908,224
PORT_SALOU,2018-08-12,Otros,FAM,TI,DESCONOCIDO,DESCONOCIDO,CE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,326.690911,224
PORT_SALOU,2018-08-12,Otros,FAM,PC,DESCONOCIDO,DESCONOCIDO,ES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,274.69090800000004,224
PORT_SALOU,2018-08-12,TUI_UK_LTD,FAM,TI,VACAC,DESCONOCIDO,GB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,272.363636,224
MAR_MENUDA,2018-08-13,Huespedes,DBL,AD,DESCONOCIDO,DESCONOCIDO,ES,22,19,19,15,10,11,13,6,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.686363,275.651196,286.726315,261.22969700000004,247.783636,233.810146,225.811382,222.867086,203.618811,203.618811,179.96489499999996,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,250.472728,225
MAR_MENUDA,2018-08-13,Huespedes,FAM,MP,DESCONOCIDO,DESCONOCIDO,ES,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,578.999999,225
DONAIRE_BEACH,2018-08-13,Huespedes,FAM,TI,DESCONOCIDO,DESCONOCIDO,ES,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,349.054546,225
DONAIRE_BEACH,2018-08-13,Huespedes,FAM,AD,DESCONOCIDO,DESCONOCIDO,ES,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,287.854544,225
DONAIRE_BEACH,2018-08-13,Huespedes,FAM,PC,DESCONOCIDO,DESCONOCIDO,ES,6,7,7,7,5,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.929254,294.606893,294.606893,294.606893,274.373287,223.019583,223.019583,273.988813,273.988813,273.988813,273.988813,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,259.892309,225
DONAIRE_BEACH,2018-08-13,Otros,FAM,AD,DESCONOCIDO,DESCONOCIDO,ES,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,282.472728,225
DONAIRE_BEACH,2018-08-13,Otros,FAM,TI,DESCONOCIDO,DESCONOCIDO,ES,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,225
DONAIRE_BEACH,2018-08-13,Otros,FAM,TI,DESCONOCIDO,DESCONOCIDO,GB,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,403.09091,225
DONAIRE_BEACH,2018-08-13,TUI_UK_LTD,FAM,TI,VACAC,DESCONOCIDO,GB,5,5,5,7,7,7,7,7,7,10,10,10,13,13,16,16,16,16,18,14,14,14,14,14,14,14,14,14,15,15,14,18,14,14,14,14,14,14,14,14,14,14,11,11,11,11,5,5,5,5,5,5,5,326.691602,326.691602,326.691602,295.6220390000001,295.6220390000001,295.6220390000001,295.6220390000001,295.6220390000001,295.6220390000001,266.599063,266.599063,266.599063,250.971307,250.971307,241.20396,241.20396,241.20396,241.20396,238.334981,201.969404,201.969404,201.969404,201.969404,201.969404,201.969404,201.969404,201.969404,201.969404,202.692656,202.692656,204.956417,204.950238,208.309855,208.309855,208.309855,208.309855,208.309855,208.309855,208.309855,208.309855,208.309855,208.309855,207.080312,207.080312,207.080312,207.080312,199.168879,199.168879,199.168879,199.168879,199.168879,199.168879,199.168879,225
BAHIA_TOSSA,2018-08-13,Huespedes,DBL,TI,DESCONOCIDO,DESCONOCIDO,ES,10,10,9,8,6,6,6,6,5,5,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.737999,330.737999,294.20303,283.144318,270.983333,270.983333,270.983333,270.983333,251.754545,251.754545,281.096969,281.096969,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,294.181817,225
BAHIA_TOSSA,2018-08-13,Huespedes,FAM,PC,DESCONOCIDO,DESCONOCIDO,ES,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,292.090908,225
BAHIA_TOSSA,2018-08-13,Huespedes,FAM,TI,DESCONOCIDO,DESCONOCIDO,ES,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,418.945456,225
BAHIA_TOSSA,2018-08-13,Huespedes,PREM,TI,DESCONOCIDO,DESCONOCIDO,ES,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.618182,373.618182,373.618182,373.618182,373.618182,373.618182,373.618182,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,356.136364,225
BAHIA_TOSSA,2018-08-13,Huespedes,PREM,MP,DESCONOCIDO,DESCONOCIDO,ES,5,5,4,3,3,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.292727,279.292727,265.456818,232.05151400000003,232.05151400000003,232.05151400000003,212.054545,212.054545,211.927272,211.927272,211.927272,212.054545,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,211.927272,225
BAHIA_TOSSA,2018-08-13,Huespedes,PREM,PC,DESCONOCIDO,DESCONOCIDO,ES,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,340.590908,225
BAHIA_TOSSA,2018-08-13,Huespedes,SUI,MP,DESCONOCIDO,DESCONOCIDO,ES,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,354.1499990000001,354.1499990000001,354.1499990000001,354.1499990000001,354.1499990000001,354.1499990000001,354.1499990000001,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,350.263635,225
BAHIA_TOSSA,2018-08-13,Huespedes,SUI,TI,DESCONOCIDO,DESCONOCIDO,ES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,225
BAHIA_TOSSA,2018-08-13,Otros,DBL,TI,DESCONOCIDO,DESCONOCIDO,CE,6,6,6,6,5,5,5,5,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.442705,291.442705,291.442705,291.442705,308.749428,300.531246,300.531246,300.531246,315.547153,315.547153,315.547153,315.547153,315.547153,315.547153,315.547153,315.547153,331.461638,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,326.938911,225
BAHIA_TOSSA,2018-08-13,Otros,FAM,MP,DESCONOCIDO,DESCONOCIDO,CE,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,344.35,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,378.3,225
BAHIA_TOSSA,2018-08-13,Otros,DBL,TI,DESCONOCIDO,DESCONOCIDO,EAU,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.768183,276.768183,276.768183,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,240.875759,225
