date;diaAño;dia;mes;año;trimestre;añoMes;añoTrim;diaSemana;diaSemText;findes;temporada
2018-01-01;1;1;1;2018;1;2018_1;2018_1;1;lunes;entreSemana;alta
2018-01-02;2;2;1;2018;1;2018_1;2018_1;2;martes;entreSemana;alta
2018-01-03;3;3;1;2018;1;2018_1;2018_1;3;miércoles;entreSemana;alta
2018-01-04;4;4;1;2018;1;2018_1;2018_1;4;jueves;entreSemana;alta
2018-01-05;5;5;1;2018;1;2018_1;2018_1;5;viernes;visperaFinde;alta
2018-01-06;6;6;1;2018;1;2018_1;2018_1;6;sábado;Finde;alta
2018-01-07;7;7;1;2018;1;2018_1;2018_1;7;domingo;Finde;alta
2018-01-08;8;8;1;2018;1;2018_1;2018_1;1;lunes;entreSemana;baja
2018-01-09;9;9;1;2018;1;2018_1;2018_1;2;martes;entreSemana;baja
2018-01-10;10;10;1;2018;1;2018_1;2018_1;3;miércoles;entreSemana;baja
2018-01-11;11;11;1;2018;1;2018_1;2018_1;4;jueves;entreSemana;baja
2018-01-12;12;12;1;2018;1;2018_1;2018_1;5;viernes;visperaFinde;baja
2018-01-13;13;13;1;2018;1;2018_1;2018_1;6;sábado;Finde;baja
2018-01-14;14;14;1;2018;1;2018_1;2018_1;7;domingo;Finde;baja
2018-01-15;15;15;1;2018;1;2018_1;2018_1;1;lunes;entreSemana;baja
2018-01-16;16;16;1;2018;1;2018_1;2018_1;2;martes;entreSemana;baja
2018-01-17;17;17;1;2018;1;2018_1;2018_1;3;miércoles;entreSemana;baja
2018-01-18;18;18;1;2018;1;2018_1;2018_1;4;jueves;entreSemana;baja
2018-01-19;19;19;1;2018;1;2018_1;2018_1;5;viernes;visperaFinde;baja
2018-01-20;20;20;1;2018;1;2018_1;2018_1;6;sábado;Finde;baja
2018-01-21;21;21;1;2018;1;2018_1;2018_1;7;domingo;Finde;baja
2018-01-22;22;22;1;2018;1;2018_1;2018_1;1;lunes;entreSemana;baja
2018-01-23;23;23;1;2018;1;2018_1;2018_1;2;martes;entreSemana;baja
2018-01-24;24;24;1;2018;1;2018_1;2018_1;3;miércoles;entreSemana;baja
2018-01-25;25;25;1;2018;1;2018_1;2018_1;4;jueves;entreSemana;baja
2018-01-26;26;26;1;2018;1;2018_1;2018_1;5;viernes;visperaFinde;baja
2018-01-27;27;27;1;2018;1;2018_1;2018_1;6;sábado;Finde;baja
2018-01-28;28;28;1;2018;1;2018_1;2018_1;7;domingo;Finde;baja
2018-01-29;29;29;1;2018;1;2018_1;2018_1;1;lunes;entreSemana;baja
2018-01-30;30;30;1;2018;1;2018_1;2018_1;2;martes;entreSemana;baja
2018-01-31;31;31;1;2018;1;2018_1;2018_1;3;miércoles;entreSemana;baja
2018-02-01;32;1;2;2018;1;2018_2;2018_1;4;jueves;entreSemana;baja
2018-02-02;33;2;2;2018;1;2018_2;2018_1;5;viernes;visperaFinde;baja
2018-02-03;34;3;2;2018;1;2018_2;2018_1;6;sábado;Finde;baja
2018-02-04;35;4;2;2018;1;2018_2;2018_1;7;domingo;Finde;baja
2018-02-05;36;5;2;2018;1;2018_2;2018_1;1;lunes;entreSemana;baja
2018-02-06;37;6;2;2018;1;2018_2;2018_1;2;martes;entreSemana;baja
2018-02-07;38;7;2;2018;1;2018_2;2018_1;3;miércoles;entreSemana;baja
2018-02-08;39;8;2;2018;1;2018_2;2018_1;4;jueves;entreSemana;baja
2018-02-09;40;9;2;2018;1;2018_2;2018_1;5;viernes;visperaFinde;baja
2018-02-10;41;10;2;2018;1;2018_2;2018_1;6;sábado;Finde;baja
2018-02-11;42;11;2;2018;1;2018_2;2018_1;7;domingo;Finde;baja
2018-02-12;43;12;2;2018;1;2018_2;2018_1;1;lunes;entreSemana;baja
2018-02-13;44;13;2;2018;1;2018_2;2018_1;2;martes;entreSemana;baja
2018-02-14;45;14;2;2018;1;2018_2;2018_1;3;miércoles;entreSemana;baja
2018-02-15;46;15;2;2018;1;2018_2;2018_1;4;jueves;entreSemana;baja
2018-02-16;47;16;2;2018;1;2018_2;2018_1;5;viernes;visperaFinde;baja
2018-02-17;48;17;2;2018;1;2018_2;2018_1;6;sábado;Finde;baja
2018-02-18;49;18;2;2018;1;2018_2;2018_1;7;domingo;Finde;baja
2018-02-19;50;19;2;2018;1;2018_2;2018_1;1;lunes;entreSemana;baja
2018-02-20;51;20;2;2018;1;2018_2;2018_1;2;martes;entreSemana;baja
2018-02-21;52;21;2;2018;1;2018_2;2018_1;3;miércoles;entreSemana;baja
2018-02-22;53;22;2;2018;1;2018_2;2018_1;4;jueves;entreSemana;baja
2018-02-23;54;23;2;2018;1;2018_2;2018_1;5;viernes;visperaFinde;baja
2018-02-24;55;24;2;2018;1;2018_2;2018_1;6;sábado;Finde;baja
2018-02-25;56;25;2;2018;1;2018_2;2018_1;7;domingo;Finde;baja
2018-02-26;57;26;2;2018;1;2018_2;2018_1;1;lunes;entreSemana;baja
2018-02-27;58;27;2;2018;1;2018_2;2018_1;2;martes;entreSemana;baja
2018-02-28;59;28;2;2018;1;2018_2;2018_1;3;miércoles;entreSemana;baja
2018-03-01;60;1;3;2018;1;2018_3;2018_1;4;jueves;entreSemana;baja
2018-03-02;61;2;3;2018;1;2018_3;2018_1;5;viernes;visperaFinde;baja
2018-03-03;62;3;3;2018;1;2018_3;2018_1;6;sábado;Finde;baja
2018-03-04;63;4;3;2018;1;2018_3;2018_1;7;domingo;Finde;baja
2018-03-05;64;5;3;2018;1;2018_3;2018_1;1;lunes;entreSemana;baja
2018-03-06;65;6;3;2018;1;2018_3;2018_1;2;martes;entreSemana;baja
2018-03-07;66;7;3;2018;1;2018_3;2018_1;3;miércoles;entreSemana;baja
2018-03-08;67;8;3;2018;1;2018_3;2018_1;4;jueves;entreSemana;baja
2018-03-09;68;9;3;2018;1;2018_3;2018_1;5;viernes;visperaFinde;baja
2018-03-10;69;10;3;2018;1;2018_3;2018_1;6;sábado;Finde;baja
2018-03-11;70;11;3;2018;1;2018_3;2018_1;7;domingo;Finde;baja
2018-03-12;71;12;3;2018;1;2018_3;2018_1;1;lunes;entreSemana;baja
2018-03-13;72;13;3;2018;1;2018_3;2018_1;2;martes;entreSemana;baja
2018-03-14;73;14;3;2018;1;2018_3;2018_1;3;miércoles;entreSemana;baja
2018-03-15;74;15;3;2018;1;2018_3;2018_1;4;jueves;entreSemana;baja
2018-03-16;75;16;3;2018;1;2018_3;2018_1;5;viernes;visperaFinde;baja
2018-03-17;76;17;3;2018;1;2018_3;2018_1;6;sábado;Finde;baja
2018-03-18;77;18;3;2018;1;2018_3;2018_1;7;domingo;Finde;baja
2018-03-19;78;19;3;2018;1;2018_3;2018_1;1;lunes;entreSemana;baja
2018-03-20;79;20;3;2018;1;2018_3;2018_1;2;martes;entreSemana;baja
2018-03-21;80;21;3;2018;1;2018_3;2018_1;3;miércoles;entreSemana;baja
2018-03-22;81;22;3;2018;1;2018_3;2018_1;4;jueves;entreSemana;baja
2018-03-23;82;23;3;2018;1;2018_3;2018_1;5;viernes;visperaFinde;baja
2018-03-24;83;24;3;2018;1;2018_3;2018_1;6;sábado;Finde;baja
2018-03-25;84;25;3;2018;1;2018_3;2018_1;7;domingo;Finde;baja
2018-03-26;85;26;3;2018;1;2018_3;2018_1;1;lunes;entreSemana;baja
2018-03-27;86;27;3;2018;1;2018_3;2018_1;2;martes;entreSemana;baja
2018-03-28;87;28;3;2018;1;2018_3;2018_1;3;miércoles;entreSemana;alta
2018-03-29;88;29;3;2018;1;2018_3;2018_1;4;jueves;entreSemana;alta
2018-03-30;89;30;3;2018;1;2018_3;2018_1;5;viernes;visperaFinde;alta
2018-03-31;90;31;3;2018;1;2018_3;2018_1;6;sábado;Finde;alta
2018-04-01;91;1;4;2018;2;2018_4;2018_2;7;domingo;Finde;alta
2018-04-02;92;2;4;2018;2;2018_4;2018_2;1;lunes;entreSemana;baja
2018-04-03;93;3;4;2018;2;2018_4;2018_2;2;martes;entreSemana;baja
2018-04-04;94;4;4;2018;2;2018_4;2018_2;3;miércoles;entreSemana;baja
2018-04-05;95;5;4;2018;2;2018_4;2018_2;4;jueves;entreSemana;baja
2018-04-06;96;6;4;2018;2;2018_4;2018_2;5;viernes;visperaFinde;baja
2018-04-07;97;7;4;2018;2;2018_4;2018_2;6;sábado;Finde;baja
2018-04-08;98;8;4;2018;2;2018_4;2018_2;7;domingo;Finde;baja
2018-04-09;99;9;4;2018;2;2018_4;2018_2;1;lunes;entreSemana;baja
2018-04-10;100;10;4;2018;2;2018_4;2018_2;2;martes;entreSemana;baja
2018-04-11;101;11;4;2018;2;2018_4;2018_2;3;miércoles;entreSemana;baja
2018-04-12;102;12;4;2018;2;2018_4;2018_2;4;jueves;entreSemana;baja
2018-04-13;103;13;4;2018;2;2018_4;2018_2;5;viernes;visperaFinde;baja
2018-04-14;104;14;4;2018;2;2018_4;2018_2;6;sábado;Finde;baja
2018-04-15;105;15;4;2018;2;2018_4;2018_2;7;domingo;Finde;baja
2018-04-16;106;16;4;2018;2;2018_4;2018_2;1;lunes;entreSemana;baja
2018-04-17;107;17;4;2018;2;2018_4;2018_2;2;martes;entreSemana;baja
2018-04-18;108;18;4;2018;2;2018_4;2018_2;3;miércoles;entreSemana;baja
2018-04-19;109;19;4;2018;2;2018_4;2018_2;4;jueves;entreSemana;baja
2018-04-20;110;20;4;2018;2;2018_4;2018_2;5;viernes;visperaFinde;baja
2018-04-21;111;21;4;2018;2;2018_4;2018_2;6;sábado;Finde;baja
2018-04-22;112;22;4;2018;2;2018_4;2018_2;7;domingo;Finde;baja
2018-04-23;113;23;4;2018;2;2018_4;2018_2;1;lunes;entreSemana;baja
2018-04-24;114;24;4;2018;2;2018_4;2018_2;2;martes;entreSemana;baja
2018-04-25;115;25;4;2018;2;2018_4;2018_2;3;miércoles;entreSemana;baja
2018-04-26;116;26;4;2018;2;2018_4;2018_2;4;jueves;entreSemana;baja
2018-04-27;117;27;4;2018;2;2018_4;2018_2;5;viernes;visperaFinde;baja
2018-04-28;118;28;4;2018;2;2018_4;2018_2;6;sábado;Finde;baja
2018-04-29;119;29;4;2018;2;2018_4;2018_2;7;domingo;Finde;baja
2018-04-30;120;30;4;2018;2;2018_4;2018_2;1;lunes;entreSemana;baja
2018-05-01;121;1;5;2018;2;2018_5;2018_2;2;martes;entreSemana;baja
2018-05-02;122;2;5;2018;2;2018_5;2018_2;3;miércoles;entreSemana;baja
2018-05-03;123;3;5;2018;2;2018_5;2018_2;4;jueves;entreSemana;baja
2018-05-04;124;4;5;2018;2;2018_5;2018_2;5;viernes;visperaFinde;baja
2018-05-05;125;5;5;2018;2;2018_5;2018_2;6;sábado;Finde;baja
2018-05-06;126;6;5;2018;2;2018_5;2018_2;7;domingo;Finde;baja
2018-05-07;127;7;5;2018;2;2018_5;2018_2;1;lunes;entreSemana;baja
2018-05-08;128;8;5;2018;2;2018_5;2018_2;2;martes;entreSemana;baja
2018-05-09;129;9;5;2018;2;2018_5;2018_2;3;miércoles;entreSemana;baja
2018-05-10;130;10;5;2018;2;2018_5;2018_2;4;jueves;entreSemana;baja
2018-05-11;131;11;5;2018;2;2018_5;2018_2;5;viernes;visperaFinde;baja
2018-05-12;132;12;5;2018;2;2018_5;2018_2;6;sábado;Finde;baja
2018-05-13;133;13;5;2018;2;2018_5;2018_2;7;domingo;Finde;baja
2018-05-14;134;14;5;2018;2;2018_5;2018_2;1;lunes;entreSemana;baja
2018-05-15;135;15;5;2018;2;2018_5;2018_2;2;martes;entreSemana;baja
2018-05-16;136;16;5;2018;2;2018_5;2018_2;3;miércoles;entreSemana;baja
2018-05-17;137;17;5;2018;2;2018_5;2018_2;4;jueves;entreSemana;baja
2018-05-18;138;18;5;2018;2;2018_5;2018_2;5;viernes;visperaFinde;baja
2018-05-19;139;19;5;2018;2;2018_5;2018_2;6;sábado;Finde;baja
2018-05-20;140;20;5;2018;2;2018_5;2018_2;7;domingo;Finde;baja
2018-05-21;141;21;5;2018;2;2018_5;2018_2;1;lunes;entreSemana;baja
2018-05-22;142;22;5;2018;2;2018_5;2018_2;2;martes;entreSemana;baja
2018-05-23;143;23;5;2018;2;2018_5;2018_2;3;miércoles;entreSemana;baja
2018-05-24;144;24;5;2018;2;2018_5;2018_2;4;jueves;entreSemana;baja
2018-05-25;145;25;5;2018;2;2018_5;2018_2;5;viernes;visperaFinde;baja
2018-05-26;146;26;5;2018;2;2018_5;2018_2;6;sábado;Finde;baja
2018-05-27;147;27;5;2018;2;2018_5;2018_2;7;domingo;Finde;baja
2018-05-28;148;28;5;2018;2;2018_5;2018_2;1;lunes;entreSemana;baja
2018-05-29;149;29;5;2018;2;2018_5;2018_2;2;martes;entreSemana;baja
2018-05-30;150;30;5;2018;2;2018_5;2018_2;3;miércoles;entreSemana;baja
2018-05-31;151;31;5;2018;2;2018_5;2018_2;4;jueves;entreSemana;baja
2018-06-01;152;1;6;2018;2;2018_6;2018_2;5;viernes;visperaFinde;baja
2018-06-02;153;2;6;2018;2;2018_6;2018_2;6;sábado;Finde;baja
2018-06-03;154;3;6;2018;2;2018_6;2018_2;7;domingo;Finde;baja
2018-06-04;155;4;6;2018;2;2018_6;2018_2;1;lunes;entreSemana;baja
2018-06-05;156;5;6;2018;2;2018_6;2018_2;2;martes;entreSemana;baja
2018-06-06;157;6;6;2018;2;2018_6;2018_2;3;miércoles;entreSemana;baja
2018-06-07;158;7;6;2018;2;2018_6;2018_2;4;jueves;entreSemana;baja
2018-06-08;159;8;6;2018;2;2018_6;2018_2;5;viernes;visperaFinde;baja
2018-06-09;160;9;6;2018;2;2018_6;2018_2;6;sábado;Finde;baja
2018-06-10;161;10;6;2018;2;2018_6;2018_2;7;domingo;Finde;baja
2018-06-11;162;11;6;2018;2;2018_6;2018_2;1;lunes;entreSemana;baja
2018-06-12;163;12;6;2018;2;2018_6;2018_2;2;martes;entreSemana;baja
2018-06-13;164;13;6;2018;2;2018_6;2018_2;3;miércoles;entreSemana;baja
2018-06-14;165;14;6;2018;2;2018_6;2018_2;4;jueves;entreSemana;baja
2018-06-15;166;15;6;2018;2;2018_6;2018_2;5;viernes;visperaFinde;baja
2018-06-16;167;16;6;2018;2;2018_6;2018_2;6;sábado;Finde;baja
2018-06-17;168;17;6;2018;2;2018_6;2018_2;7;domingo;Finde;baja
2018-06-18;169;18;6;2018;2;2018_6;2018_2;1;lunes;entreSemana;baja
2018-06-19;170;19;6;2018;2;2018_6;2018_2;2;martes;entreSemana;baja
2018-06-20;171;20;6;2018;2;2018_6;2018_2;3;miércoles;entreSemana;baja
2018-06-21;172;21;6;2018;2;2018_6;2018_2;4;jueves;entreSemana;baja
2018-06-22;173;22;6;2018;2;2018_6;2018_2;5;viernes;visperaFinde;baja
2018-06-23;174;23;6;2018;2;2018_6;2018_2;6;sábado;Finde;baja
2018-06-24;175;24;6;2018;2;2018_6;2018_2;7;domingo;Finde;baja
2018-06-25;176;25;6;2018;2;2018_6;2018_2;1;lunes;entreSemana;baja
2018-06-26;177;26;6;2018;2;2018_6;2018_2;2;martes;entreSemana;baja
2018-06-27;178;27;6;2018;2;2018_6;2018_2;3;miércoles;entreSemana;baja
2018-06-28;179;28;6;2018;2;2018_6;2018_2;4;jueves;entreSemana;baja
2018-06-29;180;29;6;2018;2;2018_6;2018_2;5;viernes;visperaFinde;baja
2018-06-30;181;30;6;2018;2;2018_6;2018_2;6;sábado;Finde;alta
2018-07-01;182;1;7;2018;3;2018_7;2018_3;7;domingo;Finde;alta
2018-07-02;183;2;7;2018;3;2018_7;2018_3;1;lunes;entreSemana;alta
2018-07-03;184;3;7;2018;3;2018_7;2018_3;2;martes;entreSemana;alta
2018-07-04;185;4;7;2018;3;2018_7;2018_3;3;miércoles;entreSemana;alta
2018-07-05;186;5;7;2018;3;2018_7;2018_3;4;jueves;entreSemana;alta
2018-07-06;187;6;7;2018;3;2018_7;2018_3;5;viernes;visperaFinde;alta
2018-07-07;188;7;7;2018;3;2018_7;2018_3;6;sábado;Finde;alta
2018-07-08;189;8;7;2018;3;2018_7;2018_3;7;domingo;Finde;alta
2018-07-09;190;9;7;2018;3;2018_7;2018_3;1;lunes;entreSemana;alta
2018-07-10;191;10;7;2018;3;2018_7;2018_3;2;martes;entreSemana;alta
2018-07-11;192;11;7;2018;3;2018_7;2018_3;3;miércoles;entreSemana;alta
2018-07-12;193;12;7;2018;3;2018_7;2018_3;4;jueves;entreSemana;alta
2018-07-13;194;13;7;2018;3;2018_7;2018_3;5;viernes;visperaFinde;alta
2018-07-14;195;14;7;2018;3;2018_7;2018_3;6;sábado;Finde;alta
2018-07-15;196;15;7;2018;3;2018_7;2018_3;7;domingo;Finde;alta
2018-07-16;197;16;7;2018;3;2018_7;2018_3;1;lunes;entreSemana;alta
2018-07-17;198;17;7;2018;3;2018_7;2018_3;2;martes;entreSemana;alta
2018-07-18;199;18;7;2018;3;2018_7;2018_3;3;miércoles;entreSemana;alta
2018-07-19;200;19;7;2018;3;2018_7;2018_3;4;jueves;entreSemana;alta
2018-07-20;201;20;7;2018;3;2018_7;2018_3;5;viernes;visperaFinde;alta
2018-07-21;202;21;7;2018;3;2018_7;2018_3;6;sábado;Finde;alta
2018-07-22;203;22;7;2018;3;2018_7;2018_3;7;domingo;Finde;alta
2018-07-23;204;23;7;2018;3;2018_7;2018_3;1;lunes;entreSemana;alta
2018-07-24;205;24;7;2018;3;2018_7;2018_3;2;martes;entreSemana;alta
2018-07-25;206;25;7;2018;3;2018_7;2018_3;3;miércoles;entreSemana;alta
2018-07-26;207;26;7;2018;3;2018_7;2018_3;4;jueves;entreSemana;alta
2018-07-27;208;27;7;2018;3;2018_7;2018_3;5;viernes;visperaFinde;alta
2018-07-28;209;28;7;2018;3;2018_7;2018_3;6;sábado;Finde;alta
2018-07-29;210;29;7;2018;3;2018_7;2018_3;7;domingo;Finde;alta
2018-07-30;211;30;7;2018;3;2018_7;2018_3;1;lunes;entreSemana;alta
2018-07-31;212;31;7;2018;3;2018_7;2018_3;2;martes;entreSemana;alta
2018-08-01;213;1;8;2018;3;2018_8;2018_3;3;miércoles;entreSemana;alta
2018-08-02;214;2;8;2018;3;2018_8;2018_3;4;jueves;entreSemana;alta
2018-08-03;215;3;8;2018;3;2018_8;2018_3;5;viernes;visperaFinde;alta
2018-08-04;216;4;8;2018;3;2018_8;2018_3;6;sábado;Finde;alta
2018-08-05;217;5;8;2018;3;2018_8;2018_3;7;domingo;Finde;alta
2018-08-06;218;6;8;2018;3;2018_8;2018_3;1;lunes;entreSemana;alta
2018-08-07;219;7;8;2018;3;2018_8;2018_3;2;martes;entreSemana;alta
2018-08-08;220;8;8;2018;3;2018_8;2018_3;3;miércoles;entreSemana;alta
2018-08-09;221;9;8;2018;3;2018_8;2018_3;4;jueves;entreSemana;alta
2018-08-10;222;10;8;2018;3;2018_8;2018_3;5;viernes;visperaFinde;alta
2018-08-11;223;11;8;2018;3;2018_8;2018_3;6;sábado;Finde;alta
2018-08-12;224;12;8;2018;3;2018_8;2018_3;7;domingo;Finde;alta
2018-08-13;225;13;8;2018;3;2018_8;2018_3;1;lunes;entreSemana;alta
2018-08-14;226;14;8;2018;3;2018_8;2018_3;2;martes;entreSemana;alta
2018-08-15;227;15;8;2018;3;2018_8;2018_3;3;miércoles;entreSemana;alta
2018-08-16;228;16;8;2018;3;2018_8;2018_3;4;jueves;entreSemana;alta
2018-08-17;229;17;8;2018;3;2018_8;2018_3;5;viernes;visperaFinde;alta
2018-08-18;230;18;8;2018;3;2018_8;2018_3;6;sábado;Finde;alta
2018-08-19;231;19;8;2018;3;2018_8;2018_3;7;domingo;Finde;alta
2018-08-20;232;20;8;2018;3;2018_8;2018_3;1;lunes;entreSemana;alta
2018-08-21;233;21;8;2018;3;2018_8;2018_3;2;martes;entreSemana;alta
2018-08-22;234;22;8;2018;3;2018_8;2018_3;3;miércoles;entreSemana;alta
2018-08-23;235;23;8;2018;3;2018_8;2018_3;4;jueves;entreSemana;alta
2018-08-24;236;24;8;2018;3;2018_8;2018_3;5;viernes;visperaFinde;alta
2018-08-25;237;25;8;2018;3;2018_8;2018_3;6;sábado;Finde;alta
2018-08-26;238;26;8;2018;3;2018_8;2018_3;7;domingo;Finde;alta
2018-08-27;239;27;8;2018;3;2018_8;2018_3;1;lunes;entreSemana;alta
2018-08-28;240;28;8;2018;3;2018_8;2018_3;2;martes;entreSemana;alta
2018-08-29;241;29;8;2018;3;2018_8;2018_3;3;miércoles;entreSemana;alta
2018-08-30;242;30;8;2018;3;2018_8;2018_3;4;jueves;entreSemana;alta
2018-08-31;243;31;8;2018;3;2018_8;2018_3;5;viernes;visperaFinde;alta
2018-09-01;244;1;9;2018;3;2018_9;2018_3;6;sábado;Finde;alta
2018-09-02;245;2;9;2018;3;2018_9;2018_3;7;domingo;Finde;alta
2018-09-03;246;3;9;2018;3;2018_9;2018_3;1;lunes;entreSemana;alta
2018-09-04;247;4;9;2018;3;2018_9;2018_3;2;martes;entreSemana;alta
2018-09-05;248;5;9;2018;3;2018_9;2018_3;3;miércoles;entreSemana;alta
2018-09-06;249;6;9;2018;3;2018_9;2018_3;4;jueves;entreSemana;alta
2018-09-07;250;7;9;2018;3;2018_9;2018_3;5;viernes;visperaFinde;alta
2018-09-08;251;8;9;2018;3;2018_9;2018_3;6;sábado;Finde;alta
2018-09-09;252;9;9;2018;3;2018_9;2018_3;7;domingo;Finde;alta
2018-09-10;253;10;9;2018;3;2018_9;2018_3;1;lunes;entreSemana;baja
2018-09-11;254;11;9;2018;3;2018_9;2018_3;2;martes;entreSemana;baja
2018-09-12;255;12;9;2018;3;2018_9;2018_3;3;miércoles;entreSemana;baja
2018-09-13;256;13;9;2018;3;2018_9;2018_3;4;jueves;entreSemana;baja
2018-09-14;257;14;9;2018;3;2018_9;2018_3;5;viernes;visperaFinde;baja
2018-09-15;258;15;9;2018;3;2018_9;2018_3;6;sábado;Finde;baja
2018-09-16;259;16;9;2018;3;2018_9;2018_3;7;domingo;Finde;baja
2018-09-17;260;17;9;2018;3;2018_9;2018_3;1;lunes;entreSemana;baja
2018-09-18;261;18;9;2018;3;2018_9;2018_3;2;martes;entreSemana;baja
2018-09-19;262;19;9;2018;3;2018_9;2018_3;3;miércoles;entreSemana;baja
2018-09-20;263;20;9;2018;3;2018_9;2018_3;4;jueves;entreSemana;baja
2018-09-21;264;21;9;2018;3;2018_9;2018_3;5;viernes;visperaFinde;baja
2018-09-22;265;22;9;2018;3;2018_9;2018_3;6;sábado;Finde;baja
2018-09-23;266;23;9;2018;3;2018_9;2018_3;7;domingo;Finde;baja
2018-09-24;267;24;9;2018;3;2018_9;2018_3;1;lunes;entreSemana;baja
2018-09-25;268;25;9;2018;3;2018_9;2018_3;2;martes;entreSemana;baja
2018-09-26;269;26;9;2018;3;2018_9;2018_3;3;miércoles;entreSemana;baja
2018-09-27;270;27;9;2018;3;2018_9;2018_3;4;jueves;entreSemana;baja
2018-09-28;271;28;9;2018;3;2018_9;2018_3;5;viernes;visperaFinde;baja
2018-09-29;272;29;9;2018;3;2018_9;2018_3;6;sábado;Finde;baja
2018-09-30;273;30;9;2018;3;2018_9;2018_3;7;domingo;Finde;baja
2018-10-01;274;1;10;2018;4;2018_10;2018_4;1;lunes;entreSemana;baja
2018-10-02;275;2;10;2018;4;2018_10;2018_4;2;martes;entreSemana;baja
2018-10-03;276;3;10;2018;4;2018_10;2018_4;3;miércoles;entreSemana;baja
2018-10-04;277;4;10;2018;4;2018_10;2018_4;4;jueves;entreSemana;baja
2018-10-05;278;5;10;2018;4;2018_10;2018_4;5;viernes;visperaFinde;baja
2018-10-06;279;6;10;2018;4;2018_10;2018_4;6;sábado;Finde;baja
2018-10-07;280;7;10;2018;4;2018_10;2018_4;7;domingo;Finde;baja
2018-10-08;281;8;10;2018;4;2018_10;2018_4;1;lunes;entreSemana;baja
2018-10-09;282;9;10;2018;4;2018_10;2018_4;2;martes;entreSemana;baja
2018-10-10;283;10;10;2018;4;2018_10;2018_4;3;miércoles;entreSemana;baja
2018-10-11;284;11;10;2018;4;2018_10;2018_4;4;jueves;entreSemana;baja
2018-10-12;285;12;10;2018;4;2018_10;2018_4;5;viernes;visperaFinde;baja
2018-10-13;286;13;10;2018;4;2018_10;2018_4;6;sábado;Finde;baja
2018-10-14;287;14;10;2018;4;2018_10;2018_4;7;domingo;Finde;baja
2018-10-15;288;15;10;2018;4;2018_10;2018_4;1;lunes;entreSemana;baja
2018-10-16;289;16;10;2018;4;2018_10;2018_4;2;martes;entreSemana;baja
2018-10-17;290;17;10;2018;4;2018_10;2018_4;3;miércoles;entreSemana;baja
2018-10-18;291;18;10;2018;4;2018_10;2018_4;4;jueves;entreSemana;baja
2018-10-19;292;19;10;2018;4;2018_10;2018_4;5;viernes;visperaFinde;baja
2018-10-20;293;20;10;2018;4;2018_10;2018_4;6;sábado;Finde;baja
2018-10-21;294;21;10;2018;4;2018_10;2018_4;7;domingo;Finde;baja
2018-10-22;295;22;10;2018;4;2018_10;2018_4;1;lunes;entreSemana;baja
2018-10-23;296;23;10;2018;4;2018_10;2018_4;2;martes;entreSemana;baja
2018-10-24;297;24;10;2018;4;2018_10;2018_4;3;miércoles;entreSemana;baja
2018-10-25;298;25;10;2018;4;2018_10;2018_4;4;jueves;entreSemana;baja
2018-10-26;299;26;10;2018;4;2018_10;2018_4;5;viernes;visperaFinde;baja
2018-10-27;300;27;10;2018;4;2018_10;2018_4;6;sábado;Finde;baja
2018-10-28;301;28;10;2018;4;2018_10;2018_4;7;domingo;Finde;baja
2018-10-29;302;29;10;2018;4;2018_10;2018_4;1;lunes;entreSemana;baja
2018-10-30;303;30;10;2018;4;2018_10;2018_4;2;martes;entreSemana;baja
2018-10-31;304;31;10;2018;4;2018_10;2018_4;3;miércoles;entreSemana;baja
2018-11-01;305;1;11;2018;4;2018_11;2018_4;4;jueves;entreSemana;baja
2018-11-02;306;2;11;2018;4;2018_11;2018_4;5;viernes;visperaFinde;baja
2018-11-03;307;3;11;2018;4;2018_11;2018_4;6;sábado;Finde;baja
2018-11-04;308;4;11;2018;4;2018_11;2018_4;7;domingo;Finde;baja
2018-11-05;309;5;11;2018;4;2018_11;2018_4;1;lunes;entreSemana;baja
2018-11-06;310;6;11;2018;4;2018_11;2018_4;2;martes;entreSemana;baja
2018-11-07;311;7;11;2018;4;2018_11;2018_4;3;miércoles;entreSemana;baja
2018-11-08;312;8;11;2018;4;2018_11;2018_4;4;jueves;entreSemana;baja
2018-11-09;313;9;11;2018;4;2018_11;2018_4;5;viernes;visperaFinde;baja
2018-11-10;314;10;11;2018;4;2018_11;2018_4;6;sábado;Finde;baja
2018-11-11;315;11;11;2018;4;2018_11;2018_4;7;domingo;Finde;baja
2018-11-12;316;12;11;2018;4;2018_11;2018_4;1;lunes;entreSemana;baja
2018-11-13;317;13;11;2018;4;2018_11;2018_4;2;martes;entreSemana;baja
2018-11-14;318;14;11;2018;4;2018_11;2018_4;3;miércoles;entreSemana;baja
2018-11-15;319;15;11;2018;4;2018_11;2018_4;4;jueves;entreSemana;baja
2018-11-16;320;16;11;2018;4;2018_11;2018_4;5;viernes;visperaFinde;baja
2018-11-17;321;17;11;2018;4;2018_11;2018_4;6;sábado;Finde;baja
2018-11-18;322;18;11;2018;4;2018_11;2018_4;7;domingo;Finde;baja
2018-11-19;323;19;11;2018;4;2018_11;2018_4;1;lunes;entreSemana;baja
2018-11-20;324;20;11;2018;4;2018_11;2018_4;2;martes;entreSemana;baja
2018-11-21;325;21;11;2018;4;2018_11;2018_4;3;miércoles;entreSemana;baja
2018-11-22;326;22;11;2018;4;2018_11;2018_4;4;jueves;entreSemana;baja
2018-11-23;327;23;11;2018;4;2018_11;2018_4;5;viernes;visperaFinde;baja
