NHab,S2H,S3H,S52H,PreuHab,diaAño,weather,temp,mes,diaSemana,findes,idhotel_DON,idhotel_MME,idhotel_PAV,idhotel_SAL,idhotel_TAU,idhotel_TOS,idcliente_OL_MEDITERRANEO,idcliente_Otros,idcliente_TUI_UK_LTD,idtipohab_FAM,idtipohab_IND,idtipohab_PREM,idtipohab_SUI,idregimen_MP,idregimen_PC,idregimen_TI,idsegmento_VACAC,id_canal_DIRECTO,id_canal_GRUPOS,id_canal_ONLINE,id_canal_TTOO,idpais_cliente_EAU,idpais_cliente_EE,idpais_cliente_ES,idpais_cliente_GB,idpais_cliente_IS,idpais_cliente_OE,temporada_baja,holiday_No festiu,fechaocupacion
1,1,1,0,347.927272,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,368.418182,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
3,2,2,0,189.094545,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
20,16,14,1,233.215795,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
7,7,7,0,294.545077,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
5,5,5,0,471.637647,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,0,0,93.781818,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,0,0,211.963636,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,179.89091000000005,232,1,28.0,8,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2019-08-19
10,9,7,0,135.74090900000002,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2019-08-19
5,5,5,0,215.566364,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-19
4,4,4,0,181.363636,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2019-08-19
1,1,1,0,110.927273,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2019-08-19
2,2,2,0,187.0,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,335.7818200000001,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2019-08-19
4,4,4,0,317.1045450000001,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
0,0,0,0,327.272728,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,0,0,89.090909,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,102.909091,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,134.036364,232,1,28.0,8,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,155.90545500000005,232,1,28.0,8,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,147.072728,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2019-08-19
17,17,17,0,176.343903,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019-08-19
3,2,2,0,185.742425,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019-08-19
12,13,13,0,207.517273,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2019-08-19
15,15,16,0,217.140121,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-19
2,2,2,0,228.818183,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,2019-08-19
4,4,4,0,246.509091,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
2,2,2,0,166.35909099999995,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2019-08-19
1,1,1,0,151.318181,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
8,8,8,0,149.982954,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
2,2,2,0,149.018181,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
3,3,1,0,158.948485,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2019-08-19
4,4,4,0,158.90909,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2019-08-19
2,2,2,0,179.545455,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2019-08-19
2,2,2,0,226.909092,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2019-08-19
1,1,1,0,233.890911,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-08-19
2,2,2,0,250.213636,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,263.563636,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2019-08-19
1,1,1,0,272.727272,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2019-08-19
1,1,1,0,298.472728,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,458.29091100000005,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
2,2,2,0,308.3181830000001,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019-08-19
2,2,3,0,300.0,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-19
1,1,1,0,244.736363,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2019-08-19
1,1,1,0,272.727272,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2019-08-19
0,0,1,0,426.58182,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-19
6,6,6,0,378.457577,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-19
1,1,1,0,345.454546,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-08-19
9,9,24,12,97.609277,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
39,39,40,7,96.955129,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-19
0,0,1,1,93.096384,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
76,76,88,15,144.44126699999995,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-19
0,0,0,1,60.545455,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
1,1,1,0,222.072728,232,1,28.0,8,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2019-08-19
3,3,3,1,96.30303,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-19
13,13,30,25,156.68951,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
2,2,3,0,48.545454,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-19
5,5,6,1,76.818182,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-19
3,3,9,4,149.032066,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
10,10,10,2,146.179091,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-19
1,1,2,4,153.65454599999995,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
2,2,2,1,149.659091,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-19
12,12,22,20,226.348113,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
24,24,27,10,215.011363,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2019-08-19
1,1,2,1,76.818182,232,1,28.0,8,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
35,27,28,0,173.436839,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
4,5,3,0,138.331818,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
7,5,4,0,176.506494,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
37,33,32,0,161.582434,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
15,16,13,0,220.641452,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
6,6,7,0,164.758032,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
3,1,1,0,188.296969,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
8,8,8,0,252.886364,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
3,4,5,0,248.40909,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
5,5,4,0,174.44,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
3,3,3,0,276.254544,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,2,0,322.8,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
6,7,6,0,224.583333,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,327.272728,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,187.2,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
3,3,3,0,144.159636,232,3,26.0,8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
2,2,2,0,174.952728,232,3,26.0,8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
3,3,1,0,175.418181,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
4,4,4,0,125.870727,232,3,26.0,8,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,241.265454,232,3,26.0,8,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,153.78909,232,3,26.0,8,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
7,6,3,0,135.863636,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
3,5,3,0,193.627272,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
20,19,17,0,145.78788899999995,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
44,46,70,8,105.699682,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
1,1,1,0,133.09091,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-08-19
1,0,0,0,183.763636,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
5,4,7,0,89.610014,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
17,18,25,0,166.86936,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
2,2,1,0,112.577272,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-19
0,0,1,0,277.245455,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-08-19
7,7,6,0,174.17013,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-19
2,2,2,0,132.09091,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-19
1,1,1,0,243.41818,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-08-19
1,1,1,0,246.545456,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
1,1,1,0,235.2,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-19
8,8,8,0,221.891204,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
4,4,8,0,237.245455,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
1,1,1,0,278.418182,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-08-19
1,0,0,0,156.427273,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-19
1,1,1,0,60.545455,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
3,3,5,0,128.294852,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
4,4,4,0,194.59091,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-19
1,1,1,0,259.945454,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-19
1,1,1,0,265.936365,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-19
1,1,1,2,83.545456,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
6,5,5,0,313.27003,232,3,26.0,8,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-19
50,49,55,18,110.843328,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
7,7,9,1,110.28571399999998,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
43,41,41,32,164.571248,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
2,2,1,0,222.272727,232,3,26.0,8,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
57,57,71,14,171.254638,232,3,26.0,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
3,3,5,3,190.066666,232,3,26.0,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
14,14,22,2,171.961582,232,3,26.0,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
90,92,123,38,216.10974700000003,232,3,26.0,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
14,14,17,3,229.775158,232,3,26.0,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-19
1,0,0,0,233.454546,233,1,27.0,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
1,1,1,0,483.263637,233,1,27.0,8,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
1,1,1,0,520.427273,233,1,27.0,8,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
3,3,5,0,209.843333,233,1,27.0,8,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2019-08-20
1,1,1,0,193.2,233,1,27.0,8,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-20
16,14,12,0,275.598452,233,1,27.0,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
15,13,11,0,298.290293,233,1,27.0,8,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
5,4,3,0,232.305454,233,1,27.0,8,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-20
1,1,1,0,177.0,233,1,27.0,8,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
9,9,11,0,185.757576,233,1,27.0,8,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-08-20
4,3,1,0,204.778915,233,2,23.0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
47,50,43,0,191.227177,233,2,23.0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
31,29,24,0,174.408064,233,2,23.0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
12,12,11,2,228.410606,233,2,23.0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
8,8,9,0,287.2594410000001,233,2,23.0,8,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
6,7,7,0,260.730083,233,2,23.0,8,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
1,1,1,0,195.09091,233,2,23.0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
0,0,0,0,273.590909,233,2,23.0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
3,3,2,0,122.043029,233,2,23.0,8,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
7,4,1,0,172.988311,233,2,23.0,8,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019-08-20
1,1,1,0,345.1909080000001,233,2,23.0,8,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
17,17,17,0,131.66909099999998,233,2,23.0,8,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
1,1,1,0,164.9,233,2,23.0,8,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
3,3,3,0,209.03794,233,2,23.0,8,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2019-08-20
19,19,19,0,158.679904,233,2,23.0,8,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2019-08-20
