date_int,date,temp,weather,rain,rain_total,hotel
20191101,2019-11-01,19,3,0.0,0,TAU
20191102,2019-11-02,21,3,0.4,1,TAU
20191103,2019-11-03,19,3,1.5,2,TAU
20191104,2019-11-04,21,1,0.0,0,TAU
20191105,2019-11-05,17,1,4.6,2,TAU
20191106,2019-11-06,16,1,0.0,0,TAU
20191107,2019-11-07,14,2,0.8,1,TAU
20191108,2019-11-08,13,3,1.3,2,TAU
20191109,2019-11-09,13,1,0.0,0,TAU
20191110,2019-11-10,13,2,0.6,1,TAU
20191111,2019-11-11,14,1,0.0,0,TAU
20191112,2019-11-12,13,1,0.0,0,TAU
20191113,2019-11-13,13,3,0.1,1,TAU
20191114,2019-11-14,13,3,5.6,2,TAU
20191115,2019-11-15,11,2,1.9,2,TAU
20191116,2019-11-16,11,1,0.0,0,TAU
20191117,2019-11-17,12,2,0.0,0,TAU
20191118,2019-11-18,13,3,0.1,1,TAU
20191119,2019-11-19,12,1,0.0,0,TAU
20191120,2019-11-20,13,3,0.3,1,TAU
20191121,2019-11-21,14,1,0.4,1,TAU
20191122,2019-11-22,15,3,6.1,2,TAU
20191123,2019-11-23,16,1,23.2,3,TAU
20191124,2019-11-24,15,1,0.9,1,TAU
20191125,2019-11-25,15,1,0.0,0,TAU
20191126,2019-11-26,16,1,0.0,0,TAU
20191127,2019-11-27,0,1,0.0,0,TAU
20191128,2019-11-28,17,1,0.0,0,TAU
20191129,2019-11-29,15,2,0.0,0,TAU
20191130,2019-11-30,16,1,0.0,0,TAU
