date_int,date,temp,weather,rain,rain_total,hotel
20190601,2019-06-01,23,1,0.0,0,AVS
20190602,2019-06-02,23,1,0.0,0,AVS
20190603,2019-06-03,23,1,0.0,0,AVS
20190604,2019-06-04,23,1,0.0,0,AVS
20190605,2019-06-05,24,3,0.4,1,AVS
20190606,2019-06-06,21,1,0.0,0,AVS
20190607,2019-06-07,25,1,0.0,0,AVS
20190608,2019-06-08,23,1,0.0,0,AVS
20190609,2019-06-09,24,1,0.0,0,AVS
20190610,2019-06-10,26,1,0.2,1,AVS
20190611,2019-06-11,18,3,5.7,2,AVS
20190612,2019-06-12,20,1,0.1,1,AVS
20190613,2019-06-13,22,1,0.0,0,AVS
20190614,2019-06-14,22,1,0.4,1,AVS
20190615,2019-06-15,26,1,0.0,0,AVS
20190616,2019-06-16,22,1,0.0,0,AVS
20190617,2019-06-17,23,1,0.0,0,AVS
20190618,2019-06-18,23,1,0.0,0,AVS
20190619,2019-06-19,24,1,0.0,0,AVS
20190620,2019-06-20,23,1,0.0,0,AVS
20190621,2019-06-21,23,3,3.6,2,AVS
20190622,2019-06-22,24,1,0.2,1,AVS
20190623,2019-06-23,25,1,0.0,0,AVS
20190624,2019-06-24,25,1,0.0,0,AVS
20190625,2019-06-25,25,1,0.0,0,AVS
20190626,2019-06-26,27,1,0.0,0,AVS
20190627,2019-06-27,28,1,0.0,0,AVS
20190628,2019-06-28,30,1,0.0,0,AVS
20190629,2019-06-29,31,1,0.0,0,AVS
20190630,2019-06-30,28,1,0.0,0,AVS
