date_int,date,temp,weather,rain,rain_total,hotel
20190701,2019-07-01,28,1,0.0,0,SAL
20190702,2019-07-02,26,1,0.0,0,SAL
20190703,2019-07-03,28,1,0.0,0,SAL
20190704,2019-07-04,28,1,0.0,0,SAL
20190705,2019-07-05,28,1,0.0,0,SAL
20190706,2019-07-06,28,1,0.0,0,SAL
20190707,2019-07-07,30,1,0.0,0,SAL
20190708,2019-07-08,28,3,6.0,2,SAL
20190709,2019-07-09,28,3,16.2,2,SAL
20190710,2019-07-10,28,1,0.8,1,SAL
20190711,2019-07-11,28,1,0.0,0,SAL
20190712,2019-07-12,28,1,0.0,0,SAL
20190713,2019-07-13,28,1,0.2,1,SAL
20190714,2019-07-14,26,4,3.5,2,SAL
20190715,2019-07-15,29,1,0.0,0,SAL
20190716,2019-07-16,27,1,0.0,0,SAL
20190717,2019-07-17,27,3,2.3,2,SAL
20190718,2019-07-18,28,1,2.6,2,SAL
20190719,2019-07-19,27,1,0.0,0,SAL
20190720,2019-07-20,28,1,0.0,0,SAL
20190721,2019-07-21,28,1,0.0,0,SAL
20190722,2019-07-22,30,1,0.0,0,SAL
20190723,2019-07-23,30,1,0.0,0,SAL
20190724,2019-07-24,29,1,0.0,0,SAL
20190725,2019-07-25,29,1,0.0,0,SAL
20190726,2019-07-26,28,2,0.0,0,SAL
20190727,2019-07-27,29,3,5.7,2,SAL
20190728,2019-07-28,29,1,0.0,0,SAL
20190729,2019-07-29,28,1,0.0,0,SAL
20190730,2019-07-30,30,1,0.0,0,SAL
20190731,2019-07-31,25,2,1.6,2,SAL
