date_int,date,temp,weather,rain,rain_total,hotel
20190501,2019-05-01,20,1,0.0,0,MME
20190502,2019-05-02,18,1,0.0,0,MME
20190503,2019-05-03,16,2,5.1,2,MME
20190504,2019-05-04,18,1,0.0,0,MME
20190505,2019-05-05,19,1,0.0,0,MME
20190506,2019-05-06,17,1,0.0,0,MME
20190507,2019-05-07,19,2,0.0,0,MME
20190508,2019-05-08,22,1,0.0,0,MME
20190509,2019-05-09,18,2,0.0,0,MME
20190510,2019-05-10,21,1,0.0,0,MME
20190511,2019-05-11,20,3,1.9,2,MME
20190512,2019-05-12,21,1,0.7,1,MME
20190513,2019-05-13,21,1,0.0,0,MME
20190514,2019-05-14,20,1,0.0,0,MME
20190515,2019-05-15,17,1,0.0,0,MME
20190516,2019-05-16,19,1,0.0,0,MME
20190517,2019-05-17,15,3,10.6,2,MME
20190518,2019-05-18,15,3,34.3,3,MME
20190519,2019-05-19,17,3,2.6,2,MME
20190520,2019-05-20,18,1,0.0,0,MME
20190521,2019-05-21,21,1,0.3,1,MME
20190522,2019-05-22,22,1,0.6,1,MME
20190523,2019-05-23,23,1,0.0,0,MME
20190524,2019-05-24,18,2,5.7,2,MME
20190525,2019-05-25,23,3,3.1,2,MME
20190526,2019-05-26,22,1,0.0,0,MME
20190527,2019-05-27,22,1,1.7,2,MME
20190528,2019-05-28,19,3,6.2,2,MME
20190529,2019-05-29,20,3,1.1,2,MME
20190530,2019-05-30,22,1,0.0,0,MME
20190531,2019-05-31,23,1,0.0,0,MME
