date_int,date,temp,weather,rain,rain_total,hotel
20190701,2019-07-01,29,1,0.0,0,MME
20190702,2019-07-02,28,3,0.9,1,MME
20190703,2019-07-03,28,3,1.3,2,MME
20190704,2019-07-04,29,1,0.0,0,MME
20190705,2019-07-05,29,1,0.0,0,MME
20190706,2019-07-06,29,1,0.0,0,MME
20190707,2019-07-07,30,1,0.0,0,MME
20190708,2019-07-08,31,3,0.4,1,MME
20190709,2019-07-09,26,4,24.9,3,MME
20190710,2019-07-10,28,1,5.3,2,MME
20190711,2019-07-11,28,1,0.0,0,MME
20190712,2019-07-12,28,1,0.0,0,MME
20190713,2019-07-13,29,1,0.0,0,MME
20190714,2019-07-14,28,3,4.5,2,MME
20190715,2019-07-15,26,3,0.4,1,MME
20190716,2019-07-16,27,1,0.0,0,MME
20190717,2019-07-17,28,3,9.1,2,MME
20190718,2019-07-18,26,1,1.4,2,MME
20190719,2019-07-19,27,1,0.0,0,MME
20190720,2019-07-20,28,1,0.0,0,MME
20190721,2019-07-21,28,1,0.0,0,MME
20190722,2019-07-22,31,1,0.0,0,MME
20190723,2019-07-23,30,1,0.0,0,MME
20190724,2019-07-24,29,1,0.0,0,MME
20190725,2019-07-25,29,1,0.0,0,MME
20190726,2019-07-26,30,1,0.0,0,MME
20190727,2019-07-27,26,4,30.3,3,MME
20190728,2019-07-28,25,3,4.8,2,MME
20190729,2019-07-29,27,1,0.0,0,MME
20190730,2019-07-30,27,3,0.2,1,MME
20190731,2019-07-31,27,1,0.0,0,MME
