date_int,date,temp,weather,rain,rain_total,hotel
20190201,2019-02-01,16,3,4.8,2,PAV
20190202,2019-02-02,13,2,0.8,1,PAV
20190203,2019-02-03,11,1,0.0,0,PAV
20190204,2019-02-04,13,1,0.0,0,PAV
20190205,2019-02-05,16,1,0.0,0,PAV
20190206,2019-02-06,16,1,0.0,0,PAV
20190207,2019-02-07,17,1,0.0,0,PAV
20190208,2019-02-08,15,1,0.0,0,PAV
20190209,2019-02-09,18,1,0.0,0,PAV
20190210,2019-02-10,18,1,0.0,0,PAV
20190211,2019-02-11,15,1,0.0,0,PAV
20190212,2019-02-12,15,1,0.0,0,PAV
20190213,2019-02-13,14,1,0.0,0,PAV
20190214,2019-02-14,14,1,0.0,0,PAV
20190215,2019-02-15,15,1,0.0,0,PAV
20190216,2019-02-16,16,1,0.0,0,PAV
20190217,2019-02-17,14,1,0.0,0,PAV
20190218,2019-02-18,14,1,0.0,0,PAV
20190219,2019-02-19,13,1,0.0,0,PAV
20190220,2019-02-20,13,1,0.0,0,PAV
20190221,2019-02-21,14,1,0.0,0,PAV
20190222,2019-02-22,19,1,0.0,0,PAV
20190223,2019-02-23,18,1,0.0,0,PAV
20190224,2019-02-24,14,1,0.0,0,PAV
20190225,2019-02-25,15,1,0.0,0,PAV
20190226,2019-02-26,19,1,0.0,0,PAV
20190227,2019-02-27,21,1,0.0,0,PAV
20190228,2019-02-28,20,3,0.0,0,PAV
